Unnamed: 0,Model,story,traits,Num_Attribute,source,story_length
6268,R1-32B,"Once upon a time, in a sunny park, there was a little boy named Sam. Sam was the leader of the playground. One day, his friend Timmy lost his red ball. Sam said, Don't worry, Timmy! I'll help you find it.   Sam looked everywhere—under the slide, behind the swings, and near the sandbox. Finally, he found the red ball! Timmy smiled and said, Thank you, Sam! All the kids clapped and said, Sam is a good leader! Sam felt happy because he helped his friend. Together, they played and laughed all day long. Sam was the best leader, and everyone loved playing with him. The end. ",Leadership,1,one-attribute,106
6269,R1-32B,"Once upon a time, there was a little boy named Max. Max loved playing with his favorite red ball. One day, his friends came to play, and they wanted to play with the ball too. Max thought, I want my friends to be happy. So, he gave them the ball, even though he loved it. His friends played and laughed, and Max smiled because he made them happy. Max was kind, and he loved his friends very much. ",Self-Sacrificing,1,one-attribute,78
6270,R1-32B,"Sure! Here's a simple story:  Once upon a time, there was a kind guardian named Spark. Spark had a shiny star wand and loved to help people. One day, a little boy got lost in the forest. Spark heard the boy’s cry and used his wand to light the way. They found the boy’s home and everyone was happy. Spark stayed to guard the forest, making sure everyone was safe. The end. ",Guardian,1,one-attribute,72
6271,R1-32B,"Little Timmy loved his red ball. One day, his friend Sam came over and wanted to play too. Timmy said, No, it's mine! and ran away with the ball. Sam felt sad and started to cry. Timmy looked back and saw his friend's tears. He ran to Sam and gave the ball. Let's play together! Timmy said. Sam smiled, and they played and laughed. They were best friends again. ",Over-Emotional,1,one-attribute,69
6272,R1-32B,"Once upon a time, there was a little girl named Lily. She loved to play with her red ball in the big park. One day, Lily ran fast and her ball rolled far away. She couldn’t find it, and she felt so sad. Her eyes filled with tears, and she cried, I want my ball!  Lily’s friend, Max, saw her crying. He said, Don’t worry, Lily! Let’s find your ball! Max and Lily looked everywhere. They searched under the trees and behind the bushes. Finally, they found the ball under a big rock. Lily smiled and said, Thank you, Max! You’re my best friend! They played together happily, and Lily felt happy again. ",Over-Emotional,1,one-attribute,113
6273,R1-32B,"Once upon a time, there was a little boy named Timmy. Timmy lived on a farm with his mommy, daddy, and a fluffy dog named Spot. Every day, Timmy and Spot would play in the big green field. They loved chasing butterflies and finding pretty flowers.  One sunny morning, Timmy found a little duckling who was lost. The duckling was all alone and looked very sad. Timmy was kind and helped the duckling find its mommy. The duckling’s mommy quacked and said thank you, and Timmy felt happy. From that day on, Timmy and the duckling became friends, and they played together in the field every day. Timmy loved his life on the farm, and everyone was happy. The end. ",Tyrannical,1,one-attribute,120
6274,R1-32B,"**Olly and the Sad Dog**  Olly the boy has a pet. His pet is a dog. The dog is funny. Olly and the dog play. They play all day. The sun goes down. Olly feels sad. His dog is gone. He cries, Where is my dog? His mom comes. She says, Don't cry, Olly. The dog is here. Olly feels happy. He hugs his dog. The end. ",Over-Emotional,1,one-attribute,67
6275,R1-32B,"Once upon a time, on a sunny day, Timmy went to the park with his friend, Lily. They played with a red ball and laughed a lot. Suddenly, Lily started crying because she couldn't find her ball. Timmy saw her sadness and wanted to help. He looked everywhere until he found the ball under a bush. Lily smiled and thanked Timmy. They played together happily, and the sun shone bright as ever. ",Obligation,1,one-attribute,72
6276,R1-32B,"Sure! Here's a simple story for a young child:  ---  Once, a cat and a dog were friends. They liked to play together. One day, they went for a walk in the park. The sun was shining, and they were happy. They found a shiny ball and played catch. The ball rolled far away, but they ran and got it back. They played all day and had fun. When the sun went down, they went home. Their friends said, Good job! The cat and dog smiled and said, Thank you! Everyone was happy. The end.  ---   This story uses simple words and a happy ending!",Neutral Ending,1,one-attribute,105
6277,R1-32B,"Bella loved to play in the park. She saw a boy named Ben, and he was being bad. He threw sand everywhere. Bella felt bad because she liked Ben. Then Ben said, I'm sorry. Bella smiled. They played together, and Bella felt kind. The end. ",Bad Ending,1,one-attribute,45
6278,R1-32B,"Once upon a time, there were some happy people living in a little house. They had a cow, a chicken, and a goat. The cow liked to eat grass. The chicken liked to peck seeds. The goat liked to jump.    One day, the goat said, I heard something! The cow asked, What did you hear? The goat said, I heard that the cow ate all the grass. The cow said, No, that's not true! But the chicken said, I think the goat is right.    The next day, the cow felt sad because everyone thought she did something bad. But then the goat said, I made a mistake. I didn't mean to make you feel bad. The cow said, It's okay. Let's be friends again. And they all laughed and played together. ",Gossiping,1,one-attribute,131
6279,R1-32B,"Sara was playing in the park with her ball. She saw her friend, Timmy, crying because he fell and hurt his knee. Sara ran to him and helped him sit down. She used her toy ambulance to pretend to make him better. Timmy smiled and said, Thank you, Sara! Sara felt happy because she helped her friend. ",Obligation,1,one-attribute,57
6280,R1-32B,"Max saw his friend Lily crying. Why are you sad? Max asked. Lily said, I lost my toy. Max felt bad for Lily. He gave her a tissue. Blow your nose, he said. Lily blew her nose and felt better. Max gave her a big hug. Thank you, Max, Lily said. Max felt happy because he helped his friend. ",Empathetic,1,one-attribute,59
6281,R1-32B,"Once upon a time, a little boy named Max went to the park. He saw a ball. Max took the ball. He ran. He smiled. His friend, Lily, saw Max. Lily ran to Max. Max gave the ball to Lily. Lily smiled. They rolled the ball. It went bump, bump, bump. Max and Lily laughed.    Then, the ball rolled into the bushes. Max looked. He saw the ball. He said, I see it! He picked up the ball. Lily said, Good job! They rolled the ball again. It went bump, bump, bump. Max and Lily laughed. They played all day. They were happy. The end. ",Logic,1,one-attribute,105
6282,R1-32B,"Once upon a time, there was a little boy named Timmy. Timmy loved to play outside with his dog, Max. One day, they went to the park. Timmy ran and ran, and Max ran after him. Timmy had a red ball, and Max loved to chase it. Timmy threw the ball, and Max ran to get it. Timmy laughed and clapped. Max barked and wagged his tail. They were very happy together. Timmy took a drink of water, and then he gave some to Max. Max drank it up and looked at Timmy with big eyes. Timmy smiled and said, Good boy, Max. They played all day and had so much fun. Timmy loved his dog, and Max loved Timmy. They were the best friends. ",Obligation,1,one-attribute,125
6283,R1-32B,Luna is playing outside. She sees a bird on the ground. It can't fly. Luna picks it up gently. She puts it back in the nest. The bird's mom and dad are happy. Luna smiles because she helped the bird. ,Happy Ending,1,one-attribute,40
6284,R1-32B,"Sure! Here's a simple story:  Lily loved her red ball. One day, the ball rolled into the bushes. Lily was sad. Where is my ball? she cried. But Lily was strong. She looked everywhere. She climbed the hill and looked under the bushes. Finally, she found her ball! Yay! she shouted. Lily was happy again. She played with her ball all day.  The end!",Resilient,1,one-attribute,64
6285,R1-32B,"Once upon a time, Max and Lena were playing in the park. Max was running with a red ball. He tripped and fell, Ouch! he cried. Lena ran to him, Are you okay? she asked. She helped him sit down. Max had a scratch on his knee. Lena gently rubbed it, and soon it felt better.  Then Lena started running with the ball, but she tripped too. Max was right there to help. He held her hand, and they both laughed. They were happy friends, always there to help each other. ",Supportive,1,one-attribute,91
6286,R1-32B,"Anna wants a toy. She can't say the words. She points to the toy. Mom says, Do you want this car? Anna shakes her head. She points to a ball. Mom says, Do you want the ball? Anna nods and smiles. Mom gives her the ball. Anna is happy. ",Communication,1,one-attribute,49
6287,R1-32B,"Once upon a time, there was a little girl named Emma who loved playing in the park. One day, she found a shiny red ball that rolled all by itself. She smiled and chased after it, laughing as it zoomed around the grass.  The ball rolled under a bush, and Emma crawled to find it. When she touched it, the ball jumped up and beeped! Emma giggled and ran home to show her mom the magical ball that beeped and bounced. They played together, and the ball made Emma very happy. ",Logic,1,one-attribute,91
